innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Royal Challengers Bangalore,death,34,5,30,6.8,3,13
1,Royal Challengers Bangalore,middle,77,2,54,8.56,6,12
1,Royal Challengers Bangalore,powerplay,46,1,36,7.67,7,20
2,Rajasthan Royals,death,47,1,38,7.42,4,12
2,Rajasthan Royals,middle,52,1,38,8.21,8,14
2,Rajasthan Royals,powerplay,62,1,33,11.27,10,15
