innings,team,wicket_number,player_out,score,over
1,Royal Challengers Bangalore,1,V Kohli,96,12.3
1,Royal Challengers Bangalore,2,GJ Maxwell,211,20.5
2,Lucknow Super Giants,1,KR Mayers,1,1.3
2,Lucknow Super Giants,2,DJ Hooda,23,4.4
2,Lucknow Super Giants,3,KH Pandya,23,4.6
2,Lucknow Super Giants,4,MP Stoinis,99,11.4
2,Lucknow Super Giants,5,KL Rahul,105,12.1
2,Lucknow Super Giants,6,N Pooran,189,17.6
2,Lucknow Super Giants,7,A Badoni,206,19.4
2,Lucknow Super Giants,8,MA Wood,209,20.2
2,Lucknow Super Giants,9,JD Unadkat,212,20.5
