innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Royal Challengers Bangalore,V Kohli,61,44,4,4,138.64,c MP Stoinis b A Mishra,1
1,Royal Challengers Bangalore,F du Plessis,79,46,5,5,171.74,not out,2
1,Royal Challengers Bangalore,GJ Maxwell,59,29,3,6,203.45,b MA Wood,3
1,Royal Challengers Bangalore,KD Karthik,1,1,0,0,100.0,not out,4
2,Lucknow Super Giants,KR Mayers,0,3,0,0,0.0,b Mohammed Siraj,1
2,Lucknow Super Giants,KL Rahul,18,20,1,0,90.0,c V Kohli b Mohammed Siraj,2
2,Lucknow Super Giants,DJ Hooda,9,10,1,0,90.0,c KD Karthik b WD Parnell,3
2,Lucknow Super Giants,KH Pandya,0,2,0,0,0.0,c KD Karthik b WD Parnell,4
2,Lucknow Super Giants,MP Stoinis,65,30,6,5,216.67,c Shahbaz Ahmed b KV Sharma,5
2,Lucknow Super Giants,N Pooran,62,19,4,7,326.32,c Shahbaz Ahmed b Mohammed Siraj,6
2,Lucknow Super Giants,A Badoni,30,24,4,0,125.0,hit wicket b WD Parnell,7
2,Lucknow Super Giants,JD Unadkat,9,7,1,0,128.57,c F du Plessis b HV Patel,8
2,Lucknow Super Giants,MA Wood,1,2,0,0,50.0,b HV Patel,9
2,Lucknow Super Giants,Ravi Bishnoi,3,2,0,0,150.0,not out,10
2,Lucknow Super Giants,Avesh Khan,0,1,0,0,0.0,not out,11
