innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Royal Challengers Bangalore,death,74,1,30,14.8,11,7
1,Royal Challengers Bangalore,middle,82,1,54,9.11,8,12
1,Royal Challengers Bangalore,powerplay,56,0,36,9.33,8,12
2,Lucknow Super Giants,death,42,4,30,8.4,4,8
2,Lucknow Super Giants,middle,134,2,54,14.89,21,10
2,Lucknow Super Giants,powerplay,37,3,36,6.17,4,18
