match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2008-04-18,Kolkata Knight Riders,M Chinnaswamy Stadium,3,6,0,0,50.0,c BB McCullum b LR Shukla,11
12,2008-04-26,Rajasthan Royals,M Chinnaswamy Stadium,3,8,0,0,37.5,"run out (Sohail Tanvir, M Rawat)",8
