match_number,date,opponent,catches,stumpings,run_outs
27,2009-05-03,Kings XI Punjab,1,0,0
39,2009-05-10,Delhi Daredevils,1,0,0
48,2009-05-16,Deccan Chargers,0,0,1
51,2009-05-18,Chennai Super Kings,0,0,1
