innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,8,3,Chennai Super Kings,DP Conway,R Ashwin,CB Gaffaney,,struck down,True
2,18,6,Chennai Super Kings,R Ashwin,M Pathirana,CB Gaffaney,,struck down,False
