match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,2017-04-05,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",2.0,0,20,0,10.0,1,0,1
6,2017-04-09,Gujarat Lions,"Rajiv Gandhi International Stadium, Uppal",1.0,0,12,0,12.0,0,0,0
14,2017-04-15,Kolkata Knight Riders,Eden Gardens,2.0,0,26,0,13.0,2,1,0
19,2017-04-17,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",2.0,0,6,1,3.0,7,0,0
21,2017-04-19,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",3.0,0,32,0,10.67,3,1,0
24,2017-04-22,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,1.0,0,4,0,4.0,2,0,0
33,2017-04-28,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",3.0,0,39,0,13.0,2,0,0
37,2017-04-30,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",3.0,0,31,0,10.33,1,0,0
40,2017-05-02,Delhi Daredevils,Feroz Shah Kotla,2.1,0,36,0,16.62,1,1,0
44,2017-05-06,Rising Pune Supergiant,"Rajiv Gandhi International Stadium, Uppal",2.5,0,15,0,5.29,7,0,0
48,2017-05-08,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",1.0,0,15,0,15.0,0,0,0
53,2017-05-13,Gujarat Lions,Green Park,1.0,0,12,0,12.0,1,0,0
