match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
15,2010-03-21,Delhi Daredevils,Barabati Stadium,1,4,0,0,25.0,b A Mishra,1
25,2010-03-28,Mumbai Indians,Dr DY Patil Sports Academy,13,12,1,1,108.33,c R McLaren b SL Malinga,2
30,2010-04-01,Kolkata Knight Riders,Eden Gardens,29,16,6,0,181.25,c MK Tiwary b AD Mathews,3
33,2010-04-03,Mumbai Indians,Brabourne Stadium,5,7,0,0,71.43,c DJ Bravo b KA Pollard,6
40,2010-04-08,Royal Challengers Bangalore,M Chinnaswamy Stadium,9,11,2,0,81.82,c RV Uthappa b P Kumar,2
42,2010-04-10,Chennai Super Kings,"Vidarbha Cricket Association Stadium, Jamtha",21,18,2,1,116.67,st MS Dhoni b R Ashwin,1
46,2010-04-12,Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha",41,30,1,3,136.67,"run out (DW Steyn, RV Uthappa)",5
51,2010-04-16,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,20,21,4,0,95.24,lbw b VS Malik,2
55,2010-04-18,Delhi Daredevils,Feroz Shah Kotla,25,19,2,1,131.58,run out (M Manhas),2
58,2010-04-22,Chennai Super Kings,Dr DY Patil Sports Academy,2,5,0,0,40.0,st MS Dhoni b SB Jakati,6
59,2010-04-24,Royal Challengers Bangalore,Dr DY Patil Sports Academy,0,1,0,0,0.0,lbw b P Kumar,2
