match_number,date,opponent,venue,overs,maidens,runs,wickets,economy,dots,wides,noballs
3,2021-04-11,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,35,2,8.75,11,4,0
5,2021-04-13,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,42,1,10.5,7,0,0
10,2021-04-18,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk, Chennai",4.0,0,31,1,7.75,10,0,1
15,2021-04-21,Chennai Super Kings,"Wankhede Stadium, Mumbai",4.0,0,49,0,12.25,10,1,2
18,2021-04-24,Rajasthan Royals,"Wankhede Stadium, Mumbai",3.0,0,20,1,6.67,7,2,0
21,2021-04-26,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",4.0,0,30,3,7.5,12,2,0
25,2021-04-29,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",3.3,0,36,0,10.29,9,0,1
31,2021-09-20,Royal Challengers Bangalore,"Zayed Cricket Stadium, Abu Dhabi",4.0,0,24,1,6.0,14,1,2
34,2021-09-23,Mumbai Indians,"Zayed Cricket Stadium, Abu Dhabi",4.0,0,43,2,10.75,10,4,2
38,2021-09-26,Chennai Super Kings,"Zayed Cricket Stadium, Abu Dhabi",4.0,0,41,1,10.25,9,0,0
