match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2019-03-23,Chennai Super Kings,MA Chidambaram Stadium,9,8,0,1,112.5,c & b Harbhajan Singh,3
7,2019-03-28,Mumbai Indians,M.Chinnaswamy Stadium,13,7,1,1,185.71,run out (),2
11,2019-03-31,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,2,8,0,0,25.0,run out (),5
14,2019-04-02,Rajasthan Royals,Sawai Mansingh Stadium,18,9,2,1,200.0,not out,6
17,2019-04-05,Kolkata Knight Riders,M.Chinnaswamy Stadium,0,2,0,0,0.0,not out,5
20,2019-04-07,Delhi Capitals,M.Chinnaswamy Stadium,32,18,1,3,177.78,st RR Pant b S Lamichhane,5
31,2019-04-15,Mumbai Indians,Wankhede Stadium,50,32,1,5,156.25,c HH Pandya b SL Malinga,4
35,2019-04-19,Kolkata Knight Riders,Eden Gardens,66,28,5,6,235.71,c M Prasidh Krishna b Kuldeep Yadav,4
39,2019-04-21,Chennai Super Kings,M.Chinnaswamy Stadium,26,16,5,0,162.5,c SN Thakur b DJ Bravo,6
42,2019-04-24,Kings XI Punjab,M.Chinnaswamy Stadium,4,5,1,0,80.0,b R Ashwin,4
