match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
5,2015-04-11,Royal Challengers Bangalore,Eden Gardens,41,17,6,2,241.18,not out,6
14,2015-04-18,Kings XI Punjab,Maharashtra Cricket Association Stadium,66,36,9,2,183.33,b MG Johnson,7
19,2015-04-22,Sunrisers Hyderabad,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,19,10,1,2,190.0,c DW Steyn b RS Bopara,4
28,2015-04-28,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",4,4,0,0,100.0,"run out (RA Jadeja, MS Dhoni)",7
30,2015-04-30,Chennai Super Kings,Eden Gardens,55,32,4,4,171.88,not out,5
33,2015-05-02,Royal Challengers Bangalore,M Chinnaswamy Stadium,45,17,5,3,264.71,run out (KD Karthik),3
38,2015-05-04,Sunrisers Hyderabad,Eden Gardens,1,3,0,0,33.33,c EJG Morgan b Bipul Sharma,4
42,2015-05-07,Delhi Daredevils,Eden Gardens,5,5,1,0,100.0,c AD Mathews b Imran Tahir,6
44,2015-05-09,Kings XI Punjab,Eden Gardens,51,21,5,4,242.86,c WP Saha b AR Patel,6
51,2015-05-14,Mumbai Indians,Wankhede Stadium,2,4,0,0,50.0,c PA Patel b SL Malinga,6
54,2015-05-16,Rajasthan Royals,Brabourne Stadium,37,20,4,2,185.0,c DS Kulkarni b CH Morris,5
