innings,team,wicket_number,player_out,score,over
1,Rajasthan Royals,1,JC Buttler,86,9.2
1,Rajasthan Royals,2,SV Samson,125,14.1
1,Rajasthan Royals,3,YBK Jaiswal,132,14.5
1,Rajasthan Royals,4,SO Hetmyer,146,17.1
1,Rajasthan Royals,5,Dhruv Jurel,194,20.3
2,Chennai Super Kings,1,DP Conway,42,6.6
2,Chennai Super Kings,2,RD Gaikwad,69,10.2
2,Chennai Super Kings,3,AM Rahane,73,11.2
2,Chennai Super Kings,4,AT Rayudu,73,11.4
2,Chennai Super Kings,5,MM Ali,124,15.5
2,Chennai Super Kings,6,S Dube,170,20.6
