innings,team,wicket_number,player_out,score,over
1,Chennai Super Kings,1,RD Gaikwad,25,3.2
1,Chennai Super Kings,2,A Mhatre,72,6.6
1,Chennai Super Kings,3,SV Samson,111,12.2
1,Chennai Super Kings,4,SN Khan,162,17.1
1,Chennai Super Kings,5,D Brevis,171,18.3
2,Kolkata Knight Riders,1,FH Allen,13,2.4
2,Kolkata Knight Riders,2,SP Narine,29,5.2
2,Kolkata Knight Riders,3,A Raghuvanshi,79,10.3
2,Kolkata Knight Riders,4,AM Rahane,85,11.5
2,Kolkata Knight Riders,5,C Green,85,11.6
2,Kolkata Knight Riders,6,RK Singh,90,13.5
2,Kolkata Knight Riders,7,Ramandeep Singh,153,20.3
