innings,team,wicket_number,player_out,score,over
1,Mumbai Indians,1,MEK Hussey,20,4.5
1,Mumbai Indians,2,AP Tare,52,7.5
1,Mumbai Indians,3,RG Sharma,60,10.1
1,Mumbai Indians,4,KA Pollard,70,12.2
1,Mumbai Indians,5,AT Rayudu,101,17.3
1,Mumbai Indians,6,CJ Anderson,101,17.4
1,Mumbai Indians,7,Z Khan,101,18.2
1,Mumbai Indians,8,Harbhajan Singh,110,19.5
1,Mumbai Indians,9,SL Malinga,113,20.4
2,Royal Challengers Bangalore,1,NJ Maddinson,16,3.6
2,Royal Challengers Bangalore,2,V Kohli,17,4.3
2,Royal Challengers Bangalore,3,Yuvraj Singh,17,4.5
