innings,team,over,ball,batter,bowler,non_striker,batter_runs,extra_runs,total_runs,is_boundary,non_boundary_run,extra_type,wides,noballs,byes,legbyes,penalty,is_wicket,wicket_kind,player_out,fielder,phase
1,Sunrisers Hyderabad,1,1,Abhishek Sharma,B Kumar,TM Head,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,1,2.wides,Abhishek Sharma,B Kumar,TM Head,0,2,2,False,False,wides,2,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,1,2,TM Head,B Kumar,Abhishek Sharma,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,1,3,TM Head,B Kumar,Abhishek Sharma,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,1,4,TM Head,B Kumar,Abhishek Sharma,1,0,1,False,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,1,5,Abhishek Sharma,B Kumar,TM Head,6,0,6,True,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,1,6,Abhishek Sharma,B Kumar,TM Head,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,2,1,TM Head,JR Hazlewood,Abhishek Sharma,2,0,2,False,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,2,2,TM Head,JR Hazlewood,Abhishek Sharma,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,2,3,TM Head,JR Hazlewood,Abhishek Sharma,1,0,1,False,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,2,4,Abhishek Sharma,JR Hazlewood,TM Head,1,0,1,False,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,2,5,TM Head,JR Hazlewood,Abhishek Sharma,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,2,6,TM Head,JR Hazlewood,Abhishek Sharma,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,3,1,Abhishek Sharma,B Kumar,TM Head,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,3,2,Abhishek Sharma,B Kumar,TM Head,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,3,3,Abhishek Sharma,B Kumar,TM Head,1,0,1,False,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,3,4,TM Head,B Kumar,Abhishek Sharma,1,0,1,False,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,3,5,Abhishek Sharma,B Kumar,TM Head,1,0,1,False,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,3,6,TM Head,B Kumar,Abhishek Sharma,1,0,1,False,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,4,1,TM Head,Rasikh Salam,Abhishek Sharma,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,4,2,TM Head,Rasikh Salam,Abhishek Sharma,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,4,3,TM Head,Rasikh Salam,Abhishek Sharma,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,4,4,TM Head,Rasikh Salam,Abhishek Sharma,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,4,5,TM Head,Rasikh Salam,Abhishek Sharma,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,4,6,TM Head,Rasikh Salam,Abhishek Sharma,0,0,0,False,False,,0,0,0,0,0,True,bowled,TM Head,,powerplay
1,Sunrisers Hyderabad,5,1,Abhishek Sharma,JR Hazlewood,Ishan Kishan,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,5,2,Abhishek Sharma,JR Hazlewood,Ishan Kishan,1,0,1,False,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,5,3,Ishan Kishan,JR Hazlewood,Abhishek Sharma,1,0,1,False,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,5,4,Abhishek Sharma,JR Hazlewood,Ishan Kishan,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,5,5.wides,Abhishek Sharma,JR Hazlewood,Ishan Kishan,0,1,1,False,False,wides,1,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,5,5,Abhishek Sharma,JR Hazlewood,Ishan Kishan,3,0,3,False,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,5,6,Ishan Kishan,JR Hazlewood,Abhishek Sharma,1,0,1,False,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,6,1,Ishan Kishan,Rasikh Salam,Abhishek Sharma,0,0,0,False,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,6,2,Ishan Kishan,Rasikh Salam,Abhishek Sharma,1,0,1,False,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,6,3,Abhishek Sharma,Rasikh Salam,Ishan Kishan,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,6,4,Abhishek Sharma,Rasikh Salam,Ishan Kishan,1,0,1,False,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,6,5,Ishan Kishan,Rasikh Salam,Abhishek Sharma,4,0,4,True,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,6,6,Ishan Kishan,Rasikh Salam,Abhishek Sharma,1,0,1,False,False,,0,0,0,0,0,False,,,,powerplay
1,Sunrisers Hyderabad,7,1,Ishan Kishan,Suyash Sharma,Abhishek Sharma,0,0,0,False,False,,0,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,7,2,Ishan Kishan,Suyash Sharma,Abhishek Sharma,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,7,3,Abhishek Sharma,Suyash Sharma,Ishan Kishan,6,0,6,True,False,,0,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,7,4,Abhishek Sharma,Suyash Sharma,Ishan Kishan,6,0,6,True,False,,0,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,7,5,Abhishek Sharma,Suyash Sharma,Ishan Kishan,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,7,6,Ishan Kishan,Suyash Sharma,Abhishek Sharma,0,0,0,False,False,,0,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,8,1,Abhishek Sharma,R Shepherd,Ishan Kishan,6,0,6,True,False,,0,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,8,2,Abhishek Sharma,R Shepherd,Ishan Kishan,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,8,3,Ishan Kishan,R Shepherd,Abhishek Sharma,0,0,0,False,False,,0,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,8,4.wides,Ishan Kishan,R Shepherd,Abhishek Sharma,0,1,1,False,False,wides,1,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,8,4,Ishan Kishan,R Shepherd,Abhishek Sharma,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,8,5,Abhishek Sharma,R Shepherd,Ishan Kishan,6,0,6,True,False,,0,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,8,6,Abhishek Sharma,R Shepherd,Ishan Kishan,4,0,4,True,False,,0,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,9,1,Ishan Kishan,Suyash Sharma,Abhishek Sharma,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,9,2,Abhishek Sharma,Suyash Sharma,Ishan Kishan,0,0,0,False,False,,0,0,0,0,0,True,caught,Abhishek Sharma,JM Cox,middle
1,Sunrisers Hyderabad,9,3,H Klaasen,Suyash Sharma,Ishan Kishan,0,0,0,False,False,,0,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,9,4,H Klaasen,Suyash Sharma,Ishan Kishan,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,9,5,Ishan Kishan,Suyash Sharma,H Klaasen,4,0,4,True,False,,0,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,9,6,Ishan Kishan,Suyash Sharma,H Klaasen,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,10,1,Ishan Kishan,R Shepherd,H Klaasen,2,0,2,False,False,,0,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,10,2,Ishan Kishan,R Shepherd,H Klaasen,2,0,2,False,False,,0,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,10,3.wides,Ishan Kishan,R Shepherd,H Klaasen,0,1,1,False,False,wides,1,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,10,3,Ishan Kishan,R Shepherd,H Klaasen,2,0,2,False,False,,0,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,10,4,Ishan Kishan,R Shepherd,H Klaasen,4,0,4,True,False,,0,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,10,5,Ishan Kishan,R Shepherd,H Klaasen,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,10,6,H Klaasen,R Shepherd,Ishan Kishan,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,11,1,H Klaasen,KH Pandya,Ishan Kishan,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,11,2,Ishan Kishan,KH Pandya,H Klaasen,0,0,0,False,False,,0,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,11,3,Ishan Kishan,KH Pandya,H Klaasen,6,0,6,True,False,,0,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,11,4,Ishan Kishan,KH Pandya,H Klaasen,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,11,5,H Klaasen,KH Pandya,Ishan Kishan,0,0,0,False,False,,0,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,11,6,H Klaasen,KH Pandya,Ishan Kishan,0,0,0,False,False,,0,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,12,1,Ishan Kishan,R Shepherd,H Klaasen,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,12,2,H Klaasen,R Shepherd,Ishan Kishan,0,0,0,False,False,,0,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,12,3,H Klaasen,R Shepherd,Ishan Kishan,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
1,Sunrisers Hyderabad,12,4,Ishan Kishan,R Shepherd,H Klaasen,1,0,1,False,False,,0,0,0,0,0,False,,,,middle
