innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,1,1,Gujarat Titans,KL Rahul,Mohammed Shami,VK Sharma,,upheld,False
1,12,3,Gujarat Titans,A Badoni,Rashid Khan,PG Pathak,,struck down,False
1,16,5,Gujarat Titans,DJ Hooda,Rashid Khan,PG Pathak,,upheld,False
2,5,3,Lucknow Super Giants,HH Pandya,Avesh Khan,VK Sharma,,struck down,False
