innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Lucknow Super Giants,1,KL Rahul,0,1,Q de Kock,0,0,0,1
1,Lucknow Super Giants,2,E Lewis,6,5,Q de Kock,7,9,13,14
1,Lucknow Super Giants,3,MK Pandey,2,2,E Lewis,4,4,7,6
1,Lucknow Super Giants,4,DJ Hooda,4,3,MK Pandey,4,3,9,6
1,Lucknow Super Giants,5,A Badoni,35,30,DJ Hooda,51,38,87,68
1,Lucknow Super Giants,6,KH Pandya,20,12,A Badoni,19,11,40,23
1,Lucknow Super Giants,7,PVD Chameera,1,1,KH Pandya,1,1,2,2
2,Gujarat Titans,1,Shubman Gill,0,3,MS Wade,0,0,4,3
2,Gujarat Titans,2,V Shankar,4,6,MS Wade,5,4,11,10
2,Gujarat Titans,3,HH Pandya,33,28,MS Wade,22,20,57,48
2,Gujarat Titans,4,DA Miller,3,5,MS Wade,3,5,6,10
2,Gujarat Titans,5,R Tewatia,32,18,DA Miller,27,16,60,34
2,Gujarat Titans,6,A Manohar,15,7,R Tewatia,8,6,23,13
