match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2023-03-31,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",92,50,4,9,184.0,c Shubman Gill b AS Joseph,2
6,2023-04-03,Lucknow Super Giants,"MA Chidambaram Stadium, Chepauk, Chennai",57,31,3,4,183.87,c MA Wood b Ravi Bishnoi,1
12,2023-04-08,Mumbai Indians,"Wankhede Stadium, Mumbai",40,36,2,1,111.11,not out,2
17,2023-04-12,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",8,10,1,0,80.0,c YBK Jaiswal b Sandeep Sharma,1
24,2023-04-17,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",3,6,0,0,50.0,c WD Parnell b Mohammed Siraj,1
29,2023-04-21,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk, Chennai",35,30,2,0,116.67,run out (Umran Malik),1
33,2023-04-23,Kolkata Knight Riders,"Eden Gardens, Kolkata",35,20,2,3,175.0,b Suyash Sharma,1
37,2023-04-27,Rajasthan Royals,"Sawai Mansingh Stadium, Jaipur",47,29,5,1,162.07,c D Padikkal b A Zampa,1
41,2023-04-30,Punjab Kings,"MA Chidambaram Stadium, Chepauk, Chennai",37,31,4,1,119.35,st JM Sharma b Sikandar Raza,1
49,2023-05-06,Mumbai Indians,"MA Chidambaram Stadium, Chepauk, Chennai",30,16,4,2,187.5,c Ishan Kishan b PP Chawla,1
55,2023-05-10,Delhi Capitals,"MA Chidambaram Stadium, Chepauk, Chennai",24,18,4,0,133.33,c Aman Hakim Khan b AR Patel,1
61,2023-05-14,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",17,13,2,0,130.77,c VG Arora b CV Varun,1
67,2023-05-20,Delhi Capitals,"Arun Jaitley Stadium, Delhi",79,50,3,7,158.0,c RR Rossouw b C Sakariya,1
71,2023-05-23,Gujarat Titans,"MA Chidambaram Stadium, Chepauk, Chennai",60,44,7,1,136.36,c DA Miller b MM Sharma,1
74,2023-05-29,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",26,16,3,1,162.5,c Rashid Khan b Noor Ahmad,1
