match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2012-04-06,Kings XI Punjab,Sawai Mansingh Stadium,0,3,0,0,0.0,b PP Chawla,3
7,2012-04-08,Kolkata Knight Riders,Sawai Mansingh Stadium,40,30,4,1,133.33,b B Lee,4
12,2012-04-11,Mumbai Indians,Wankhede Stadium,20,15,2,1,133.33,c RG Sharma b KA Pollard,5
15,2012-04-13,Kolkata Knight Riders,Eden Gardens,1,6,0,0,16.67,run out (YK Pathan),3
20,2012-04-17,Deccan Chargers,Sawai Mansingh Stadium,22,20,1,1,110.0,c JP Duminy b A Mishra,3
26,2012-04-21,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",36,34,2,1,105.88,c SB Jakati b DE Bollinger,4
43,2012-05-01,Delhi Daredevils,Sawai Mansingh Stadium,2,4,0,0,50.0,c KP Pietersen b P Negi,6
48,2012-05-05,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",34,27,1,2,125.93,c Gurkeerat Singh b PP Chawla,4
52,2012-05-08,Pune Warriors,Subrata Roy Sahara Stadium,18,21,1,0,85.71,c M Manhas b MJ Clarke,4
56,2012-05-10,Chennai Super Kings,Sawai Mansingh Stadium,6,5,1,0,120.0,not out,7
68,2012-05-18,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",20,17,1,1,117.65,c S Dhawan b V Pratap Singh,6
72,2012-05-20,Mumbai Indians,Sawai Mansingh Stadium,21,20,1,1,105.0,c & b DS Kulkarni,6
