innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Rising Pune Supergiant,AM Rahane,38,32,5,1,118.75,c & b KV Sharma,1
1,Rising Pune Supergiant,RA Tripathi,45,31,3,2,145.16,c KA Pollard b KV Sharma,2
1,Rising Pune Supergiant,SPD Smith,17,12,2,0,141.67,b Harbhajan Singh,3
1,Rising Pune Supergiant,MS Dhoni,7,11,0,0,63.64,b JJ Bumrah,4
1,Rising Pune Supergiant,BA Stokes,17,12,2,0,141.67,b MG Johnson,5
1,Rising Pune Supergiant,MK Tiwary,22,13,4,0,169.23,lbw b JJ Bumrah,6
1,Rising Pune Supergiant,DT Christian,8,7,1,0,114.29,not out,7
1,Rising Pune Supergiant,Washington Sundar,2,2,0,0,100.0,not out,8
2,Mumbai Indians,PA Patel,33,27,4,0,122.22,b Washington Sundar,1
2,Mumbai Indians,JC Buttler,17,13,3,0,130.77,c Washington Sundar b BA Stokes,2
2,Mumbai Indians,N Rana,3,9,0,0,33.33,c JD Unadkat b DT Christian,3
2,Mumbai Indians,RG Sharma,58,39,6,3,148.72,c & b JD Unadkat,4
2,Mumbai Indians,KV Sharma,11,10,0,1,110.0,b BA Stokes,5
2,Mumbai Indians,KA Pollard,9,9,1,0,100.0,c SPD Smith b Imran Tahir,6
2,Mumbai Indians,HH Pandya,13,11,2,0,118.18,c BA Stokes b JD Unadkat,7
2,Mumbai Indians,Harbhajan Singh,7,2,0,1,350.0,not out,8
2,Mumbai Indians,MJ McClenaghan,0,0,0,0,0.0,"run out (JD Unadkat, BA Stokes)",9
