innings,team,wicket_number,player_out,score,over
1,Rising Pune Supergiant,1,AM Rahane,76,10.3
1,Rising Pune Supergiant,2,RA Tripathi,93,12.3
1,Rising Pune Supergiant,3,SPD Smith,104,13.6
1,Rising Pune Supergiant,4,BA Stokes,126,17.1
1,Rising Pune Supergiant,5,MS Dhoni,138,18.3
1,Rising Pune Supergiant,6,MK Tiwary,158,20.4
2,Mumbai Indians,1,JC Buttler,35,5.2
2,Mumbai Indians,2,N Rana,51,8.2
2,Mumbai Indians,3,PA Patel,60,9.6
2,Mumbai Indians,4,KV Sharma,86,13.1
2,Mumbai Indians,5,KA Pollard,122,17.1
2,Mumbai Indians,6,HH Pandya,144,20.1
2,Mumbai Indians,7,RG Sharma,150,20.4
2,Mumbai Indians,8,MJ McClenaghan,151,20.5
