innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Rising Pune Supergiant,1,AM Rahane,38,32,RA Tripathi,36,25,76,57
1,Rising Pune Supergiant,2,SPD Smith,8,6,RA Tripathi,9,6,17,12
1,Rising Pune Supergiant,3,SPD Smith,9,6,MS Dhoni,2,3,11,9
1,Rising Pune Supergiant,4,MS Dhoni,5,7,BA Stokes,17,12,22,19
1,Rising Pune Supergiant,5,MK Tiwary,12,7,MS Dhoni,0,1,12,8
1,Rising Pune Supergiant,6,DT Christian,8,7,MK Tiwary,10,6,20,13
1,Rising Pune Supergiant,7,Washington Sundar,2,2,DT Christian,0,0,2,2
2,Mumbai Indians,1,PA Patel,18,13,JC Buttler,17,13,35,26
2,Mumbai Indians,2,N Rana,3,9,PA Patel,12,9,16,18
2,Mumbai Indians,3,PA Patel,3,5,RG Sharma,6,5,9,10
2,Mumbai Indians,4,RG Sharma,15,9,KV Sharma,11,10,26,19
2,Mumbai Indians,5,KA Pollard,9,9,RG Sharma,26,15,36,24
2,Mumbai Indians,6,RG Sharma,5,7,HH Pandya,13,11,22,18
2,Mumbai Indians,7,RG Sharma,6,3,Harbhajan Singh,0,0,6,3
2,Mumbai Indians,8,Harbhajan Singh,1,1,MJ McClenaghan,0,0,1,1
2,Mumbai Indians,9,Harbhajan Singh,6,1,MG Johnson,0,0,6,1
