innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Rajasthan Royals,AM Rahane,91,54,9,3,168.52,not out,1
1,Rajasthan Royals,SR Watson,21,24,4,0,87.5,c KM Jadhav b AD Mathews,2
1,Rajasthan Royals,KK Nair,61,38,6,2,160.53,c A Mishra b NM Coulter-Nile,3
1,Rajasthan Royals,JP Faulkner,8,4,1,0,200.0,not out,4
2,Delhi Daredevils,MA Agarwal,11,8,1,1,137.5,b STR Binny,1
2,Delhi Daredevils,SS Iyer,9,12,2,0,75.0,b SR Watson,2
2,Delhi Daredevils,JP Duminy,56,39,3,3,143.59,c DS Kulkarni b JP Faulkner,3
2,Delhi Daredevils,Yuvraj Singh,22,18,4,0,122.22,c STR Binny b JP Faulkner,4
2,Delhi Daredevils,AD Mathews,16,17,2,0,94.12,c SV Samson b STR Binny,5
2,Delhi Daredevils,KM Jadhav,11,7,0,1,157.14,c SR Watson b DS Kulkarni,6
2,Delhi Daredevils,SS Tiwary,28,14,1,2,200.0,not out,7
2,Delhi Daredevils,NM Coulter-Nile,6,2,0,1,300.0,c SPD Smith b DS Kulkarni,8
2,Delhi Daredevils,A Mishra,1,3,0,0,33.33,not out,9
