match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2023-03-31,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",27,21,2,1,128.57,c MJ Santner b RS Hangargekar,5
7,2023-04-04,Delhi Capitals,"Arun Jaitley Stadium, Delhi",29,23,3,0,126.09,lbw b MR Marsh,5
13,2023-04-09,Kolkata Knight Riders,"Narendra Modi Stadium, Ahmedabad",63,24,4,5,262.5,not out,5
30,2023-04-22,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",10,12,1,0,83.33,b Naveen-ul-Haq,5
35,2023-04-25,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",19,16,1,1,118.75,c TH David b PP Chawla,4
39,2023-04-29,Kolkata Knight Riders,"Eden Gardens, Kolkata",51,24,2,5,212.5,not out,4
44,2023-05-02,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",6,9,1,0,66.67,b I Sharma,4
57,2023-05-12,Mumbai Indians,"Wankhede Stadium, Mumbai",29,14,6,0,207.14,b PP Chawla,4
70,2023-05-21,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",53,35,7,2,151.43,c V Kohli b Vijaykumar Vyshak,3
71,2023-05-23,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",14,10,0,1,140.0,c RD Gaikwad b M Pathirana,6
