player,cricsheet_id
A Ashish Reddy,1c2a64cd
A Chandila,99b202b3
A Mishra,6b19d823
A Mithun,66cf56a5
A Nehra,96fd40ae
A Singh,5b040b81
AA Chavan,29d72eb2
AA Jhunjhunwala,2815fe50
AB Agarkar,fa463154
AB Dinda,66b30f71
AB McDonald,16043342
AB de Villiers,c4487b84
AC Blizzard,1efb8a28
AC Gilchrist,2b6e6dec
AC Thomas,b552a935
AD Mascarenhas,3edb58fc
AD Mathews,896d78ad
AD Russell,bbd41817
AG Murtaza,ef5da05c
AJ Finch,b8d490fd
AJ Pycroft,685d3f80
AK Chaudhary,fdcc6236
AL Menaria,8291f939
AM Nayar,a45a5e8d
AM Rahane,29e95537
AN Ahmed,2af1b6d2
AP Majumdar,f4cb4f53
AS Pathania,bf6c251d
AT Rayudu,70d205c9
AUK Pathan,3ae3f034
Aleem Dar,f02778d1
Anand Rajan,d2340a43
Ankit Sharma,24d94623
Asad Rauf,861606b7
Azhar Mahmood,9a158001
B Chipli,5451a2c1
B Kumar,2e81a32d
B Lee,dd09ff8e
B Vij,470050ff
BA Bhatt,dc4686e6
BB McCullum,b8a55852
BB Samantray,53f27a35
BF Bowden,efc0a862
BJ Hodge,b57f8a9a
BK Ravi,ff8c3cfb
BNJ Oxenford,c1add349
BR Doctrove,cbebf805
BW Hilfenhaus,f3171936
Bipul Sharma,c18496e1
C Shamshuddin,0f9d921b
CA Lynn,45eda7c8
CA Pujara,d4f9dbd4
CH Gayle,db584dad
CJ Ferguson,9b4935c8
CJ McKay,94eac556
CK Nandan,012de9c4
CL White,d0513f63
DA Miller,d67d5f00
DA Warner,dcce6f09
DAJ Bracewell,2e9fdf9b
DB Das,7050a1e7
DB Ravi Teja,b720a5d6
DE Bollinger,45c2196c
DH Yagnik,063b3673
DJ Bravo,87e562a9
DJ Harris,39f82db3
DJ Hussey,fd835ab3
DJ Jacobs,a84468fe
DL Vettori,d7c6af50
DPMD Jayawardene,d18f9182
DR Smith,35205dfc
DS Kulkarni,d2a989fc
DT Christian,2a2e6343
DW Steyn,8fd1a8f5
F du Plessis,3355b542
G Gambhir,bb345e0b
GB Hogg,f708a0bc
GF Labrooy,8e088dbc
GJ Maxwell,b681e71e
Gurkeerat Singh,6eb146d2
HDPK Dharmasena,323e4c16
HH Gibbs,e1d1b294
HV Patel,f986ca1a
Harbhajan Singh,8b5b6769
Harmeet Singh,2a72fd4f
Harpreet Singh,28c78fb3
IK Pathan,5fa06777
IR Jaggi,dded65e7
Iqbal Abdulla,85aae393
J Botha,7c503806
J Srinath,bad31fac
J Syed Mohammad,c64c2443
J Theron,dec8e038
JA Morkel,c3d35165
JD Cloete,b0419f8c
JD Ryder,91ffa6c6
JD Unadkat,1e66c162
JEC Franklin,cf73ad76
JH Kallis,86dc8f2e
JP Duminy,2e8994e7
JP Faulkner,808f425a
K Bharatan,7e47c743
K Srinath,8ab5da97
K Srinivasan,042a8b69
K Upadhyay,27e71d47
KA Pollard,a757b0d8
KB Arun Karthik,7daedf2f
KC Sangakkara,6b71e6cf
KD Karthik,c03f1114
KK Cooper,557153ca
KMDN Kulasekara,469ea22b
KN Ananthapadmanabhan,3144063a
KP Appanna,d92e42f5
KP Pietersen,39f01cdb
L Balaji,b2b50355
LA Pomersbach,b63ab531
LJ Wright,cca50cd6
LR Shukla,b1451597
LRPL Taylor,b61a3e1a
M Kaif,d84378a4
M Kartik,abfeb126
M Manhas,c42aaf71
M Morkel,5bb5a915
M Muralitharan,4ba44e19
M Vijay,4b57e452
M de Lange,d4eef961
MA Agarwal,00ea847a
MD Mishra,6afb26d6
MEK Hussey,48fd7349
MJ Clarke,f842c2cf
MK Pandey,93b4fc78
MK Tiwary,26e5cabf
MM Patel,f0f628c7
MN Samuels,f846de6a
MS Bisla,5afd4539
MS Dhoni,4a8a2e3b
