cricsheet_match_id,match_number,date,venue,team_1,team_2,toss_winner,toss_decision,winner,result,win_by_runs,win_by_wickets,player_of_match,team_1_score,team_2_score,team_1_overs,team_2_overs,method,target_overs,match_stage,umpire_1,umpire_2,tv_umpire,match_referee
548335,29,2012-04-22,Barabati Stadium,Deccan Chargers,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,,0,5,B Lee,126/7,127/5,20.0,19.0,,20,league,BF Bowden,SK Tarapore,VA Kulkarni,RS Mahanama
548336,30,2012-04-23,Sawai Mansingh Stadium,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Royal Challengers Bangalore,,46,0,AB de Villiers,189/3,143/7,20.0,20.0,,20,league,Asad Rauf,S Asnani,S Das,RS Madugalle
548337,31,2012-04-24,Subrata Roy Sahara Stadium,Pune Warriors,Delhi Daredevils,Pune Warriors,bat,Delhi Daredevils,,0,8,V Sehwag,146/2,148/2,20.0,16.0,,20,league,S Ravi,RJ Tucker,JD Cloete,Raju Mukherjee
548339,33,2012-04-25,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,Mumbai Indians,,0,4,AT Rayudu,168/3,171/6,20.0,19.5,,20,league,Aleem Dar,BNJ Oxenford,AK Chaudhary,RS Mahanama
548341,35,2012-04-26,Subrata Roy Sahara Stadium,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,Deccan Chargers,,18,0,CL White,177/4,159/7,20.0,20.0,,20,league,S Ravi,RJ Tucker,JD Cloete,Raju Mukherjee
548342,36,2012-04-27,Feroz Shah Kotla,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,Delhi Daredevils,,37,0,V Sehwag,207/5,170/9,20.0,20.0,,20,league,Aleem Dar,BNJ Oxenford,AK Chaudhary,J Srinath
548343,37,2012-04-28,"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,bat,Kings XI Punjab,,7,0,Mandeep Singh,156/8,149/8,20.0,20.0,,20,league,BF Bowden,SK Tarapore,C Shamshuddin,RS Mahanama
548344,38,2012-04-28,Eden Gardens,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,bat,Kolkata Knight Riders,,47,0,G Gambhir,190/4,143/6,20.0,20.0,,20,league,Asad Rauf,BR Doctrove,S Asnani,RR Jadeja
548345,39,2012-04-29,Feroz Shah Kotla,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,Delhi Daredevils,,1,0,V Sehwag,152/6,151/3,20.0,20.0,,20,league,S Ravi,RJ Tucker,JD Cloete,Raju Mukherjee
548346,40,2012-04-29,Wankhede Stadium,Deccan Chargers,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,,0,5,DW Steyn,100/10,101/5,18.4,18.1,,20,league,AK Chaudhary,BNJ Oxenford,Aleem Dar,J Srinath
548347,41,2012-04-30,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Kolkata Knight Riders,,0,5,G Gambhir,139/5,140/5,20.0,19.4,,20,league,BF Bowden,C Shamshuddin,SK Tarapore,RS Mahanama
548348,42,2012-05-01,Barabati Stadium,Deccan Chargers,Pune Warriors,Deccan Chargers,bat,Deccan Chargers,,13,0,KC Sangakkara,186/4,173/5,20.0,20.0,,20,league,Aleem Dar,AK Chaudhary,BNJ Oxenford,AJ Pycroft
548349,43,2012-05-01,Sawai Mansingh Stadium,Rajasthan Royals,Delhi Daredevils,Rajasthan Royals,bat,Delhi Daredevils,,0,6,P Negi,141/6,144/4,20.0,15.2,,20,league,JD Cloete,SJA Taufel,S Ravi,Raju Mukherjee
548350,44,2012-05-02,M Chinnaswamy Stadium,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,,0,4,Azhar Mahmood,158/5,163/6,20.0,19.5,,20,league,BF Bowden,C Shamshuddin,SK Tarapore,RS Mahanama
548351,45,2012-05-03,Subrata Roy Sahara Stadium,Mumbai Indians,Pune Warriors,Mumbai Indians,bat,Mumbai Indians,,1,0,SL Malinga,120/9,119/6,20.0,20.0,,20,league,Asad Rauf,S Asnani,BR Doctrove,AJ Pycroft
548352,46,2012-05-04,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,Chennai Super Kings,,10,0,SK Raina,160/6,150/5,20.0,20.0,,20,league,HDPK Dharmasena,BNJ Oxenford,Aleem Dar,RS Mahanama
548353,47,2012-05-05,Eden Gardens,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,Kolkata Knight Riders,,7,0,SP Narine,150/5,143/8,20.0,20.0,,20,league,BF Bowden,SK Tarapore,C Shamshuddin,J Srinath
548354,48,2012-05-05,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,bat,Rajasthan Royals,,43,0,SR Watson,177/6,134/8,20.0,20.0,,20,league,JD Cloete,SJA Taufel,S Ravi,AJ Pycroft
548355,49,2012-05-06,Wankhede Stadium,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,,0,2,DR Smith,173/8,174/8,20.0,20.0,,20,league,Asad Rauf,S Asnani,BR Doctrove,GF Labrooy
548356,50,2012-05-06,M Chinnaswamy Stadium,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,0,5,AB de Villiers,181/2,185/5,20.0,18.5,,20,league,HDPK Dharmasena,BNJ Oxenford,Aleem Dar,RS Mahanama
548357,51,2012-05-07,Feroz Shah Kotla,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,Kolkata Knight Riders,,0,6,JH Kallis,153/9,154/4,20.0,18.4,,20,league,JD Cloete,S Ravi,SJA Taufel,AJ Pycroft
548358,52,2012-05-08,Subrata Roy Sahara Stadium,Pune Warriors,Rajasthan Royals,Pune Warriors,bat,Rajasthan Royals,,0,7,SR Watson,125/6,126/3,20.0,16.2,,20,league,Asad Rauf,BR Doctrove,S Asnani,GF Labrooy
548359,53,2012-05-08,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,Kings XI Punjab,,25,0,Mandeep Singh,170/5,145/8,20.0,20.0,,20,league,HDPK Dharmasena,BNJ Oxenford,C Shamshuddin,J Srinath
548360,54,2012-05-09,Wankhede Stadium,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,0,9,CH Gayle,141/6,142/1,20.0,18.0,,20,league,BF Bowden,VA Kulkarni,SK Tarapore,RS Madugalle
548329,55,2012-05-10,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,Delhi Daredevils,,0,9,DA Warner,187/4,193/1,20.0,16.4,,20,league,JD Cloete,SJA Taufel,S Ravi,J Srinath
548361,56,2012-05-10,Sawai Mansingh Stadium,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,,0,4,BW Hilfenhaus,126/6,127/6,20.0,18.1,,20,league,BNJ Oxenford,C Shamshuddin,HDPK Dharmasena,AJ Pycroft
548362,57,2012-05-11,Subrata Roy Sahara Stadium,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,Royal Challengers Bangalore,,35,0,CH Gayle,173/3,138/9,20.0,20.0,,20,league,BF Bowden,SK Tarapore,VA Kulkarni,RS Madugalle
548363,58,2012-05-12,Eden Gardens,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Mumbai Indians,,27,0,RG Sharma,182/1,155/4,20.0,20.0,,20,league,S Ravi,SJA Taufel,JD Cloete,J Srinath
548364,59,2012-05-12,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,,0,9,BW Hilfenhaus,114/5,115/1,20.0,15.2,,20,league,S Das,BR Doctrove,S Asnani,GF Labrooy
548365,60,2012-05-13,Sawai Mansingh Stadium,Rajasthan Royals,Pune Warriors,Rajasthan Royals,bat,Rajasthan Royals,,45,0,A Chandila,170/4,125/9,20.0,20.0,,20,league,BF Bowden,SK Tarapore,VA Kulkarni,RS Madugalle
548366,61,2012-05-13,"Punjab Cricket Association Stadium, Mohali",Deccan Chargers,Kings XI Punjab,Deccan Chargers,bat,Kings XI Punjab,,0,4,DJ Hussey,190/4,194/6,20.0,20.0,,20,league,HDPK Dharmasena,BNJ Oxenford,C Shamshuddin,AJ Pycroft
548367,62,2012-05-14,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,,0,5,AT Rayudu,171/6,173/5,20.0,19.4,,20,league,S Das,BR Doctrove,S Asnani,GF Labrooy
548368,63,2012-05-14,Eden Gardens,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,,0,5,MEK Hussey,158/6,160/5,20.0,20.0,,20,league,JD Cloete,SJA Taufel,S Ravi,Raju Mukherjee
548369,64,2012-05-15,Feroz Shah Kotla,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,bat,Delhi Daredevils,,0,5,UT Yadav,136/8,140/5,20.0,19.0,,20,league,HDPK Dharmasena,BNJ Oxenford,C Shamshuddin,AJ Pycroft
548370,65,2012-05-16,Wankhede Stadium,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Kolkata Knight Riders,,32,0,SP Narine,140/7,108/10,20.0,19.1,,20,league,S Das,BR Doctrove,S Asnani,GF Labrooy
548371,66,2012-05-17,Himachal Pradesh Cricket Association Stadium,Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,,0,6,AC Gilchrist,120/7,123/4,20.0,16.3,,20,league,VA Kulkarni,SK Tarapore,BF Bowden,RS Madugalle
548372,67,2012-05-17,Feroz Shah Kotla,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,Royal Challengers Bangalore,,21,0,CH Gayle,215/1,194/9,20.0,20.0,,20,league,HDPK Dharmasena,C Shamshuddin,BNJ Oxenford,AJ Pycroft
548373,68,2012-05-18,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,Deccan Chargers,Rajasthan Royals,bat,Deccan Chargers,,0,5,DW Steyn,126/8,128/5,20.0,18.4,,20,league,S Ravi,SJA Taufel,JD Cloete,J Srinath
548374,69,2012-05-19,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,Delhi Daredevils,,0,6,UT Yadav,141/8,145/4,20.0,18.2,,20,league,BF Bowden,VA Kulkarni,SK Tarapore,RS Madugalle
548375,70,2012-05-19,Subrata Roy Sahara Stadium,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,Kolkata Knight Riders,,34,0,Shakib Al Hasan,136/4,102/8,20.0,20.0,,20,league,S Asnani,BR Doctrove,S Das,GF Labrooy
548376,71,2012-05-20,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Deccan Chargers,,9,0,DW Steyn,132/7,123/9,20.0,20.0,,20,league,S Ravi,SJA Taufel,JD Cloete,AJ Pycroft
548377,72,2012-05-20,Sawai Mansingh Stadium,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Mumbai Indians,,0,10,DR Smith,162/6,163/0,20.0,18.0,,20,league,HDPK Dharmasena,C Shamshuddin,BNJ Oxenford,Raju Mukherjee
548378,73,2012-05-22,Subrata Roy Sahara Stadium,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,Kolkata Knight Riders,,18,0,YK Pathan,162/4,144/8,20.0,20.0,,20,Qualifier 1,BR Doctrove,SJA Taufel,HDPK Dharmasena,AJ Pycroft
548379,74,2012-05-23,M Chinnaswamy Stadium,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Chennai Super Kings,,38,0,MS Dhoni,187/5,149/9,20.0,20.0,,20,Elimination Final,BF Bowden,HDPK Dharmasena,SJA Taufel,RS Madugalle
548380,75,2012-05-25,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,Chennai Super Kings,,86,0,M Vijay,222/5,136/10,20.0,16.5,,20,Qualifier 2,BR Doctrove,SJA Taufel,BF Bowden,RS Madugalle
548381,76,2012-05-27,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Kolkata Knight Riders,,0,5,MS Bisla,190/3,192/5,20.0,19.4,,20,Final,BF Bowden,SJA Taufel,BR Doctrove,RS Madugalle
