innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Delhi Capitals,death,41,1,30,8.2,5,13
1,Delhi Capitals,middle,45,5,54,5.0,5,27
1,Delhi Capitals,powerplay,67,3,36,11.17,11,14
2,Kolkata Knight Riders,death,45,0,35,7.71,5,12
2,Kolkata Knight Riders,middle,51,3,34,9.0,8,14
2,Kolkata Knight Riders,powerplay,61,0,30,12.2,10,10
