innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Rising Pune Supergiants,AM Rahane,74,48,8,2,154.17,b SR Watson,1
1,Rising Pune Supergiants,UT Khawaja,16,6,2,1,266.67,"run out (SR Watson, STR Binny)",2
1,Rising Pune Supergiants,SS Tiwary,52,39,9,0,133.33,st KL Rahul b YS Chahal,3
1,Rising Pune Supergiants,MS Dhoni,9,8,0,1,112.5,c Parvez Rasool b SR Watson,4
1,Rising Pune Supergiants,NLTC Perera,14,8,1,1,175.0,c SR Watson b CJ Jordan,5
1,Rising Pune Supergiants,GJ Bailey,0,2,0,0,0.0,c KL Rahul b SR Watson,6
1,Rising Pune Supergiants,R Bhatia,9,4,0,1,225.0,not out,7
1,Rising Pune Supergiants,R Ashwin,10,5,0,1,200.0,not out,8
2,Royal Challengers Bangalore,V Kohli,108,58,8,7,186.21,not out,1
2,Royal Challengers Bangalore,KL Rahul,38,35,1,2,108.57,c GJ Bailey b A Zampa,2
2,Royal Challengers Bangalore,AB de Villiers,1,3,0,0,33.33,c NLTC Perera b A Zampa,3
2,Royal Challengers Bangalore,SR Watson,36,13,5,2,276.92,lbw b RP Singh,4
2,Royal Challengers Bangalore,TM Head,6,9,0,0,66.67,not out,5
