innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Rising Pune Supergiants,1,AM Rahane,10,8,UT Khawaja,16,6,26,14
1,Rising Pune Supergiants,2,AM Rahane,49,31,SS Tiwary,52,39,106,70
1,Rising Pune Supergiants,3,MS Dhoni,9,8,AM Rahane,2,2,12,10
1,Rising Pune Supergiants,4,AM Rahane,13,6,NLTC Perera,14,8,27,14
1,Rising Pune Supergiants,5,AM Rahane,0,1,GJ Bailey,0,0,0,1
1,Rising Pune Supergiants,6,R Bhatia,2,2,GJ Bailey,0,2,3,4
1,Rising Pune Supergiants,7,R Ashwin,10,5,R Bhatia,7,2,17,7
2,Royal Challengers Bangalore,1,V Kohli,52,32,KL Rahul,38,35,94,67
2,Royal Challengers Bangalore,2,V Kohli,2,2,AB de Villiers,1,3,3,5
2,Royal Challengers Bangalore,3,V Kohli,9,8,SR Watson,36,13,46,21
2,Royal Challengers Bangalore,4,TM Head,6,9,V Kohli,45,16,52,24
