innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Royal Challengers Bangalore,CJ Jordan,4.0,0,43,1,10.75,7,1,0
1,Royal Challengers Bangalore,Parvez Rasool,3.0,0,37,0,12.33,3,0,0
1,Royal Challengers Bangalore,SR Watson,4.0,0,24,3,6.0,12,2,0
1,Royal Challengers Bangalore,STR Binny,2.0,0,17,0,8.5,4,0,0
1,Royal Challengers Bangalore,VR Aaron,3.0,0,31,0,10.33,5,0,0
1,Royal Challengers Bangalore,YS Chahal,4.0,0,38,1,9.5,8,3,0
2,Rising Pune Supergiants,A Zampa,4.0,0,35,2,8.75,7,0,0
2,Rising Pune Supergiants,AB Dinda,3.3,0,26,0,7.43,6,0,0
2,Rising Pune Supergiants,NLTC Perera,3.0,0,40,0,13.33,3,0,0
2,Rising Pune Supergiants,R Ashwin,1.0,0,7,0,7.0,2,0,0
2,Rising Pune Supergiants,R Bhatia,4.0,0,45,0,11.25,2,0,0
2,Rising Pune Supergiants,RP Singh,4.0,0,37,1,9.25,8,0,1
