cricsheet_match_id,match_number,date,venue,team_1,team_2,toss_winner,toss_decision,winner,result,win_by_runs,win_by_wickets,player_of_match,team_1_score,team_2_score,team_1_overs,team_2_overs,method,target_overs,match_stage,umpire_1,umpire_2,tv_umpire,match_referee
501198,1,2011-04-08,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Chennai Super Kings,,2,0,S Anirudha,153/4,151/7,20.0,20.0,,20,league,BR Doctrove,PR Reiffel,S Asnani,J Srinath
501199,2,2011-04-09,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,,0,8,SK Trivedi,137/8,141/2,20.0,18.5,,20,league,RE Koertzen,SK Tarapore,SS Hazare,AJ Pycroft
501200,3,2011-04-09,Nehru Stadium,Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala,bat,Royal Challengers Bangalore,,0,6,AB de Villiers,161/5,162/4,20.0,18.4,,20,league,HDPK Dharmasena,K Hariharan,AL Hill,Raju Mukherjee
501201,4,2011-04-10,Feroz Shah Kotla,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,Mumbai Indians,,0,8,SL Malinga,95/10,99/2,17.4,16.5,,20,league,AM Saheba,RB Tiffin,SL Shastri,S Venkataraghavan
501202,5,2011-04-10,Dr DY Patil Sports Academy,Kings XI Punjab,Pune Warriors,Kings XI Punjab,bat,Pune Warriors,,0,7,SB Wagh,112/8,113/3,19.5,13.1,,20,league,BR Doctrove,PR Reiffel,S Asnani,J Srinath
501203,6,2011-04-11,Eden Gardens,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,Kolkata Knight Riders,,9,0,JH Kallis,163/4,154/8,20.0,20.0,,20,league,RE Koertzen,SK Tarapore,S Ravi,D Govindjee
501204,7,2011-04-12,Sawai Mansingh Stadium,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,Rajasthan Royals,,0,6,SK Warne,151/6,152/4,20.0,18.3,,20,league,Aleem Dar,RB Tiffin,SS Hazare,AJ Pycroft
501205,8,2011-04-12,M Chinnaswamy Stadium,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,,0,9,SR Tendulkar,140/4,143/1,20.0,18.3,,20,league,HDPK Dharmasena,AL Hill,K Hariharan,Raju Mukherjee
501206,9,2011-04-13,"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,,0,6,PC Valthaty,188/4,193/4,20.0,19.1,,20,league,Asad Rauf,SL Shastri,AM Saheba,S Venkataraghavan
501207,10,2011-04-13,Dr DY Patil Sports Academy,Kochi Tuskers Kerala,Pune Warriors,Kochi Tuskers Kerala,bat,Pune Warriors,,0,4,MD Mishra,148/8,151/6,20.0,18.5,,20,league,S Asnani,PR Reiffel,BR Doctrove,J Srinath
