innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Deccan Chargers,1,TL Suman,10,10,AC Gilchrist,10,11,21,21
1,Deccan Chargers,2,RG Sharma,2,5,TL Suman,19,9,21,14
1,Deccan Chargers,3,RG Sharma,7,9,A Symonds,21,13,28,22
1,Deccan Chargers,4,DR Smith,3,6,A Symonds,9,6,13,12
1,Deccan Chargers,5,WPUJC Vaas,20,15,DR Smith,17,14,37,29
1,Deccan Chargers,6,DR Smith,23,7,Y Venugopal Rao,12,7,35,14
1,Deccan Chargers,7,DR Smith,4,5,DB Ravi Teja,5,2,9,7
1,Deccan Chargers,8,DB Ravi Teja,2,1,RP Singh,0,0,2,1
2,Rajasthan Royals,1,GC Smith,1,3,SA Asnodkar,4,4,5,7
2,Rajasthan Royals,2,LA Carseldine,8,11,SA Asnodkar,4,5,14,16
2,Rajasthan Royals,3,NV Ojha,16,14,SA Asnodkar,8,10,24,24
2,Rajasthan Royals,4,SA Asnodkar,24,14,YK Pathan,6,7,31,21
2,Rajasthan Royals,5,SA Asnodkar,4,6,RA Jadeja,5,5,9,11
2,Rajasthan Royals,6,AS Raut,1,2,RA Jadeja,1,1,2,3
2,Rajasthan Royals,7,M Morkel,8,8,RA Jadeja,2,2,11,10
2,Rajasthan Royals,8,RA Jadeja,1,1,SK Warne,0,1,1,2
2,Rajasthan Royals,9,SK Trivedi,1,5,RA Jadeja,0,0,1,5
2,Rajasthan Royals,10,MM Patel,5,7,RA Jadeja,10,11,15,18
