match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
5,2025-03-25,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",46,28,4,3,164.29,b Arshdeep Singh,4
9,2025-03-29,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",18,11,0,2,163.64,c MJ Santner b DL Chahar,5
14,2025-04-02,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",30,18,1,3,166.67,not out,4
19,2025-04-06,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",35,16,6,1,218.75,not out,5
23,2025-04-09,Rajasthan Royals,"Narendra Modi Stadium, Ahmedabad",7,3,0,1,233.33,c SV Samson b Sandeep Sharma,5
26,2025-04-12,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",22,19,3,0,115.79,lbw b SN Thakur,5
35,2025-04-19,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",43,34,1,3,126.47,c MA Starc b Mukesh Kumar,4
56,2025-05-06,Mumbai Indians,"Wankhede Stadium, Mumbai",28,15,2,2,186.67,lbw b TA Boult,4
64,2025-05-22,Lucknow Super Giants,"Narendra Modi Stadium, Ahmedabad",38,22,1,3,172.73,c Ravi Bishnoi b W O'Rourke,4
67,2025-05-25,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",0,4,0,0,0.0,c A Mhatre b A Kamboj,4
72,2025-05-30,Mumbai Indians,"Maharaja Yadavindra Singh International Cricket Stadium, New Chandigarh",24,15,4,0,160.0,c Tilak Varma b TA Boult,5
