innings,team,wicket_number,player_out,score,over
1,Rajasthan Royals,1,MJ Lumb,16,3.1
1,Rajasthan Royals,2,NV Ojha,17,3.3
1,Rajasthan Royals,3,FY Fazal,94,11.6
1,Rajasthan Royals,4,YK Pathan,103,13.4
1,Rajasthan Royals,5,AA Jhunjhunwala,130,16.2
1,Rajasthan Royals,6,AS Raut,130,16.5
1,Rajasthan Royals,7,SR Watson,136,17.4
1,Rajasthan Royals,8,SK Warne,140,18.4
1,Rajasthan Royals,9,AP Dole,145,19.3
1,Rajasthan Royals,10,SK Trivedi,159,20.5
2,Deccan Chargers,1,VVS Laxman,26,3.3
2,Deccan Chargers,2,AC Gilchrist,47,5.5
2,Deccan Chargers,3,A Symonds,86,11.1
2,Deccan Chargers,4,Anirudh Singh,112,14.5
2,Deccan Chargers,5,DR Smith,120,16.3
2,Deccan Chargers,6,AA Bilakhia,137,18.1
2,Deccan Chargers,7,RJ Harris,139,18.4
2,Deccan Chargers,8,RP Singh,156,20.3
2,Deccan Chargers,9,Harmeet Singh,157,20.4
2,Deccan Chargers,10,RG Sharma,157,20.5
