innings,team,wicket_number,player_out,score,over
1,Sunrisers Hyderabad,1,Abhishek Sharma,13,1.6
1,Sunrisers Hyderabad,2,RA Tripathi,55,5.3
1,Sunrisers Hyderabad,3,AK Markram,57,5.6
1,Sunrisers Hyderabad,4,TM Head,99,10.6
1,Sunrisers Hyderabad,5,Nithish Kumar Reddy,120,14.5
1,Sunrisers Hyderabad,6,Abdul Samad,120,14.6
1,Sunrisers Hyderabad,7,H Klaasen,163,19.1
1,Sunrisers Hyderabad,8,Shahbaz Ahmed,170,20.3
1,Sunrisers Hyderabad,9,JD Unadkat,175,20.6
2,Rajasthan Royals,1,T Kohler-Cadmore,24,4.6
2,Rajasthan Royals,2,YBK Jaiswal,65,8.5
2,Rajasthan Royals,3,SV Samson,67,9.3
2,Rajasthan Royals,4,R Parag,79,12.1
2,Rajasthan Royals,5,R Ashwin,79,12.4
2,Rajasthan Royals,6,SO Hetmyer,92,14.4
2,Rajasthan Royals,7,R Powell,124,18.4
