match_number,date,opponent,catches,stumpings,run_outs
16,2023-04-11,Delhi Capitals,1,0,1
22,2023-04-16,Kolkata Knight Riders,1,0,0
54,2023-05-09,Royal Challengers Bangalore,2,0,0
