match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
5,2023-04-02,Royal Challengers Bangalore,"M Chinnaswamy Stadium, Bengaluru",21,13,1,2,161.54,c V Kohli b KV Sharma,6
22,2023-04-16,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",6,4,1,0,150.0,c Rahmanullah Gurbaz b LH Ferguson,6
31,2023-04-22,Punjab Kings,"Wankhede Stadium, Mumbai",0,1,0,0,0.0,b Arshdeep Singh,7
35,2023-04-25,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",40,21,3,3,190.48,c Mohammed Shami b MM Sharma,7
49,2023-05-06,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",64,51,8,1,125.49,b M Pathirana,4
54,2023-05-09,Royal Challengers Bangalore,"Wankhede Stadium, Mumbai",52,34,4,3,152.94,not out,4
57,2023-05-12,Gujarat Titans,"Wankhede Stadium, Mumbai",15,7,1,1,214.29,b Rashid Khan,4
63,2023-05-16,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",16,20,2,0,80.0,c K Gowtham b Mohsin Khan,4
72,2023-05-24,Lucknow Super Giants,"MA Chidambaram Stadium, Chepauk, Chennai",23,12,2,2,191.67,c Ravi Bishnoi b Yash Thakur,7
73,2023-05-26,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",4,3,1,0,133.33,c WP Saha b Mohammed Shami,2
