innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Sunrisers Hyderabad,1,PK Garg,4,7,Abhishek Sharma,10,9,14,16
1,Sunrisers Hyderabad,2,RA Tripathi,20,18,Abhishek Sharma,26,17,47,35
1,Sunrisers Hyderabad,3,AK Markram,8,6,Abhishek Sharma,7,6,15,12
1,Sunrisers Hyderabad,4,N Pooran,5,10,AK Markram,5,5,11,15
1,Sunrisers Hyderabad,5,AK Markram,8,6,Washington Sundar,1,4,9,10
1,Sunrisers Hyderabad,6,R Shepherd,26,14,Washington Sundar,24,15,58,29
1,Sunrisers Hyderabad,7,J Suchith,0,1,R Shepherd,0,0,0,1
1,Sunrisers Hyderabad,8,B Kumar,1,1,R Shepherd,0,1,2,1
1,Sunrisers Hyderabad,9,Umran Malik,0,1,R Shepherd,0,0,1,1
2,Punjab Kings,1,JM Bairstow,23,15,S Dhawan,5,3,28,18
2,Punjab Kings,2,S Dhawan,19,11,M Shahrukh Khan,19,10,38,21
2,Punjab Kings,3,MA Agarwal,1,4,S Dhawan,3,4,5,8
2,Punjab Kings,4,LS Livingstone,25,14,S Dhawan,12,14,41,28
2,Punjab Kings,5,JM Sharma,19,7,LS Livingstone,2,2,21,9
2,Punjab Kings,6,LS Livingstone,22,6,PN Mankad,4,1,27,7
