innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Sunrisers Hyderabad,death,61,3,30,12.2,8,7
1,Sunrisers Hyderabad,middle,53,4,54,5.89,4,21
1,Sunrisers Hyderabad,powerplay,43,1,36,7.17,7,19
2,Punjab Kings,death,64,2,32,12.0,10,8
2,Punjab Kings,middle,53,2,32,9.94,7,11
2,Punjab Kings,powerplay,43,1,27,9.56,7,9
