innings,team,wicket_number,player_out,score,over
1,Sunrisers Hyderabad,1,PK Garg,14,3.4
1,Sunrisers Hyderabad,2,RA Tripathi,61,9.3
1,Sunrisers Hyderabad,3,Abhishek Sharma,76,11.3
1,Sunrisers Hyderabad,4,N Pooran,87,13.6
1,Sunrisers Hyderabad,5,AK Markram,96,15.4
1,Sunrisers Hyderabad,6,Washington Sundar,154,20.3
1,Sunrisers Hyderabad,7,J Suchith,154,20.4
1,Sunrisers Hyderabad,8,B Kumar,156,20.5
2,Punjab Kings,1,JM Bairstow,28,3.6
2,Punjab Kings,2,M Shahrukh Khan,66,7.3
2,Punjab Kings,3,MA Agarwal,71,8.5
2,Punjab Kings,4,S Dhawan,112,13.3
2,Punjab Kings,5,JM Sharma,133,14.6
