innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,12,1,Kolkata Knight Riders,AD Russell,MJ Santner,MV Saidharshan Kumar,wicket,upheld,False
2,8,5,Kolkata Knight Riders,WG Jacks,SP Narine,HAS Khalid,wicket,struck down,True
