innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Chennai Super Kings,DL Chahar,4.0,0,20,3,5.0,19,1,0
1,Chennai Super Kings,Harbhajan Singh,4.0,0,15,2,3.75,15,0,0
1,Chennai Super Kings,Imran Tahir,4.0,0,21,2,5.25,15,0,0
1,Chennai Super Kings,RA Jadeja,4.0,0,17,1,4.25,15,1,0
1,Chennai Super Kings,SC Kuggeleijn,4.0,0,34,0,8.5,10,1,0
2,Kolkata Knight Riders,HF Gurney,2.0,0,20,0,10.0,3,0,1
2,Kolkata Knight Riders,Kuldeep Yadav,4.0,0,16,0,4.0,12,0,0
2,Kolkata Knight Riders,M Prasidh Krishna,4.0,0,23,0,5.75,12,0,1
2,Kolkata Knight Riders,PP Chawla,4.0,0,28,1,7.0,10,0,0
2,Kolkata Knight Riders,SP Narine,3.2,0,24,2,7.2,10,2,0
