innings,team,wicket_number,player_out,score,over
1,Deccan Chargers,1,KC Sangakkara,10,3.2
1,Deccan Chargers,2,S Dhawan,81,10.1
1,Deccan Chargers,3,PA Patel,106,12.6
1,Deccan Chargers,4,JP Duminy,113,14.4
1,Deccan Chargers,5,DT Christian,125,17.1
1,Deccan Chargers,6,AA Jhunjhunwala,132,18.2
1,Deccan Chargers,7,DW Steyn,134,18.5
1,Deccan Chargers,8,A Mishra,156,20.5
2,Delhi Daredevils,1,NV Ojha,2,1.5
2,Delhi Daredevils,2,V Sehwag,15,4.2
2,Delhi Daredevils,3,DPMD Jayawardene,23,5.3
2,Delhi Daredevils,4,LRPL Taylor,65,10.4
2,Delhi Daredevils,5,IK Pathan,114,15.4
