innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Delhi Daredevils,AB Agarkar,3.0,0,42,0,14.0,3,1,0
1,Delhi Daredevils,IK Pathan,4.0,0,27,0,6.75,10,0,0
1,Delhi Daredevils,KP Pietersen,2.0,0,16,0,8.0,5,1,0
1,Delhi Daredevils,M Morkel,4.0,0,23,3,5.75,8,1,0
1,Delhi Daredevils,S Nadeem,4.0,0,16,3,4.0,9,0,0
1,Delhi Daredevils,UT Yadav,3.0,0,33,1,11.0,4,2,1
2,Deccan Chargers,A Mishra,2.0,0,26,0,13.0,5,1,0
2,Deccan Chargers,Ankit Sharma,2.1,0,18,0,8.31,6,1,0
2,Deccan Chargers,DT Christian,4.0,0,35,1,8.75,8,2,0
2,Deccan Chargers,DW Steyn,4.0,0,19,2,4.75,12,0,0
2,Deccan Chargers,JP Duminy,3.0,0,33,0,11.0,5,0,0
2,Deccan Chargers,V Pratap Singh,4.0,0,31,1,7.75,9,0,0
