innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
1,1,4,Rajasthan Royals,D Padikkal,PVD Chameera,Tapan Sharma,,upheld,False
2,18,5,Rajasthan Royals,PVD Chameera,YS Chahal,Tapan Sharma,,upheld,False
2,19,5,Rajasthan Royals,MP Stoinis,M Prasidh Krishna,AK Chaudhary,,struck down,False
