innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Rajasthan Royals,JC Buttler,13,11,1,1,118.18,b Avesh Khan,1
1,Rajasthan Royals,D Padikkal,29,29,5,0,100.0,c JO Holder b K Gowtham,2
1,Rajasthan Royals,SV Samson,13,12,2,0,108.33,lbw b JO Holder,3
1,Rajasthan Royals,HE van der Dussen,4,4,1,0,100.0,b K Gowtham,4
1,Rajasthan Royals,SO Hetmyer,59,36,1,6,163.89,not out,5
1,Rajasthan Royals,R Ashwin,28,23,0,2,121.74,retired out,6
1,Rajasthan Royals,R Parag,8,4,0,1,200.0,c K Gowtham b JO Holder,7
1,Rajasthan Royals,TA Boult,2,1,0,0,200.0,not out,8
2,Lucknow Super Giants,KL Rahul,0,1,0,0,0.0,b TA Boult,1
2,Lucknow Super Giants,Q de Kock,39,32,2,1,121.88,c R Parag b YS Chahal,2
2,Lucknow Super Giants,K Gowtham,0,1,0,0,0.0,lbw b TA Boult,3
2,Lucknow Super Giants,JO Holder,8,14,2,0,57.14,c R Ashwin b M Prasidh Krishna,4
2,Lucknow Super Giants,DJ Hooda,25,24,3,0,104.17,b KR Sen,5
2,Lucknow Super Giants,A Badoni,5,7,0,0,71.43,c R Parag b YS Chahal,6
2,Lucknow Super Giants,KH Pandya,22,15,2,0,146.67,b YS Chahal,7
2,Lucknow Super Giants,MP Stoinis,38,17,2,4,223.53,not out,8
2,Lucknow Super Giants,PVD Chameera,13,7,2,0,185.71,lbw b YS Chahal,9
2,Lucknow Super Giants,Avesh Khan,7,2,0,1,350.0,not out,10
