innings,team,wicket_number,player_out,score,over
1,Rajasthan Royals,1,JC Buttler,42,6.1
1,Rajasthan Royals,2,SV Samson,60,9.3
1,Rajasthan Royals,3,D Padikkal,64,10.1
1,Rajasthan Royals,4,HE van der Dussen,67,10.5
1,Rajasthan Royals,5,R Ashwin,135,19.2
1,Rajasthan Royals,6,R Parag,163,20.5
2,Lucknow Super Giants,1,KL Rahul,0,1.1
2,Lucknow Super Giants,2,K Gowtham,1,1.2
2,Lucknow Super Giants,3,JO Holder,14,4.3
2,Lucknow Super Giants,4,DJ Hooda,52,10.1
2,Lucknow Super Giants,5,A Badoni,74,12.6
2,Lucknow Super Giants,6,Q de Kock,101,16.3
2,Lucknow Super Giants,7,KH Pandya,102,16.5
2,Lucknow Super Giants,8,PVD Chameera,126,18.5
