innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Punjab Kings,Arshdeep Singh,4.0,0,32,3,8.0,8,2,0
1,Punjab Kings,FA Allen,4.0,0,38,0,9.5,5,0,0
1,Punjab Kings,Mohammed Shami,4.0,0,23,1,5.75,9,1,0
1,Punjab Kings,NT Ellis,4.0,0,46,0,11.5,4,1,0
1,Punjab Kings,Ravi Bishnoi,4.0,0,22,2,5.5,9,0,0
2,Kolkata Knight Riders,CV Varun,4.0,0,24,2,6.0,7,0,0
2,Kolkata Knight Riders,N Rana,1.0,0,7,0,7.0,1,0,0
2,Kolkata Knight Riders,SP Narine,4.0,0,34,1,8.5,5,2,0
2,Kolkata Knight Riders,Shivam Mavi,4.0,0,31,1,7.75,11,0,0
2,Kolkata Knight Riders,TG Southee,4.0,0,40,0,10.0,5,1,0
2,Kolkata Knight Riders,VR Iyer,2.3,0,30,1,12.0,2,0,1
