innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,Shubman Gill,18,3.2
1,Kolkata Knight Riders,2,RA Tripathi,90,12.3
1,Kolkata Knight Riders,3,VR Iyer,120,15.4
1,Kolkata Knight Riders,4,EJG Morgan,124,16.5
1,Kolkata Knight Riders,5,N Rana,149,18.4
1,Kolkata Knight Riders,6,TL Seifert,156,19.4
1,Kolkata Knight Riders,7,KD Karthik,165,20.6
2,Punjab Kings,1,MA Agarwal,70,9.5
2,Punjab Kings,2,N Pooran,84,11.4
2,Punjab Kings,3,AK Markram,129,16.3
2,Punjab Kings,4,DJ Hooda,134,17.3
2,Punjab Kings,5,KL Rahul,162,20.2
