innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,Salman Butt,4,1.4
1,Kolkata Knight Riders,2,A Chopra,73,11.1
1,Kolkata Knight Riders,3,SC Ganguly,175,19.1
1,Kolkata Knight Riders,4,T Taibu,190,20.3
2,Deccan Chargers,1,HH Gibbs,12,3.2
2,Deccan Chargers,2,AC Gilchrist,41,5.6
2,Deccan Chargers,3,DB Ravi Teja,41,6.1
2,Deccan Chargers,4,SB Styris,63,9.1
2,Deccan Chargers,5,RG Sharma,95,13.2
2,Deccan Chargers,6,SB Bangar,123,15.4
2,Deccan Chargers,7,WPUJC Vaas,161,18.6
