match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
4,2008-04-20,Deccan Chargers,Eden Gardens,4,6,0,0,66.67,not out,7
11,2008-04-26,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",42,33,4,1,127.27,"run out (MS Dhoni, Joginder Sharma)",7
16,2008-04-29,Mumbai Indians,Eden Gardens,40,22,4,2,181.82,not out,7
18,2008-05-01,Rajasthan Royals,Sawai Mansingh Stadium,2,2,0,0,100.0,"run out (RA Jadeja, M Rawat)",6
22,2008-05-03,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",7,10,0,0,70.0,b VRV Singh,6
29,2008-05-08,Royal Challengers Bangalore,Eden Gardens,11,9,2,0,122.22,b DW Steyn,6
32,2008-05-11,Deccan Chargers,"Rajiv Gandhi International Stadium, Uppal",14,3,2,1,466.67,not out,6
35,2008-05-13,Delhi Daredevils,Eden Gardens,10,8,1,0,125.0,c G Gambhir b MF Maharoof,6
38,2008-05-16,Mumbai Indians,Wankhede Stadium,0,4,0,0,0.0,b RR Raje,7
41,2008-05-18,Chennai Super Kings,Eden Gardens,13,11,2,0,118.18,not out,6
44,2008-05-20,Rajasthan Royals,Eden Gardens,15,10,1,1,150.0,c SA Asnodkar b Sohail Tanvir,6
52,2008-05-25,Kings XI Punjab,Eden Gardens,5,4,1,0,125.0,b VRV Singh,5
