innings,team,phase,runs,wickets,balls,run_rate,boundaries,dots
1,Kings XI Punjab,death,59,1,30,11.8,9,5
1,Kings XI Punjab,middle,70,4,54,7.78,8,21
1,Kings XI Punjab,powerplay,49,1,36,8.17,9,16
2,Kolkata Knight Riders,death,68,1,30,13.6,7,4
2,Kolkata Knight Riders,middle,70,1,54,7.78,7,17
2,Kolkata Knight Riders,powerplay,31,4,36,5.17,4,25
