innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Kings XI Punjab,BA Bhatt,4.0,0,36,0,9.0,9,2,0
1,Kings XI Punjab,Bipul Sharma,4.0,0,32,2,8.0,8,1,0
1,Kings XI Punjab,PP Chawla,4.0,0,30,1,7.5,10,2,0
1,Kings XI Punjab,RJ Harris,4.0,0,42,1,10.5,6,2,0
1,Kings XI Punjab,SJ Srivastava,4.0,0,34,1,8.5,8,2,0
2,Kochi Tuskers Kerala,BJ Hodge,2.0,0,26,0,13.0,2,0,0
2,Kochi Tuskers Kerala,P Parameswaran,2.0,0,23,0,11.5,4,1,0
2,Kochi Tuskers Kerala,R Vinay Kumar,3.0,0,28,0,9.33,8,1,0
2,Kochi Tuskers Kerala,RA Jadeja,3.0,0,27,0,9.0,4,0,0
2,Kochi Tuskers Kerala,RP Singh,4.0,0,25,4,6.25,16,2,0
2,Kochi Tuskers Kerala,RV Gomez,1.0,0,12,0,12.0,2,0,0
2,Kochi Tuskers Kerala,S Sreesanth,3.5,0,38,0,9.91,7,1,0
