innings,team,batter,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,Kochi Tuskers Kerala,BB McCullum,32,27,2,2,118.52,lbw b Bipul Sharma,1
1,Kochi Tuskers Kerala,DPMD Jayawardene,76,52,8,2,146.15,run out (DJ Hussey),2
1,Kochi Tuskers Kerala,RA Jadeja,17,18,1,1,94.44,lbw b PP Chawla,3
1,Kochi Tuskers Kerala,BJ Hodge,4,6,0,0,66.67,c SE Marsh b Bipul Sharma,4
1,Kochi Tuskers Kerala,OA Shah,23,12,1,2,191.67,"run out (DJ Hussey, AC Gilchrist)",5
1,Kochi Tuskers Kerala,PA Patel,0,1,0,0,0.0,c KD Karthik b SJ Srivastava,6
1,Kochi Tuskers Kerala,RV Gomez,2,3,0,0,66.67,lbw b RJ Harris,7
1,Kochi Tuskers Kerala,R Vinay Kumar,1,1,0,0,100.0,not out,8
2,Kings XI Punjab,AC Gilchrist,9,15,1,0,60.0,c PA Patel b RP Singh,1
2,Kings XI Punjab,PC Valthaty,17,10,1,2,170.0,b RP Singh,2
2,Kings XI Punjab,SE Marsh,42,30,5,2,140.0,c & b RP Singh,3
2,Kings XI Punjab,KD Karthik,69,33,7,5,209.09,c DPMD Jayawardene b RP Singh,4
2,Kings XI Punjab,DJ Hussey,21,15,2,1,140.0,not out,5
2,Kings XI Punjab,Mandeep Singh,15,10,1,0,150.0,not out,6
