innings,team,wicket_number,batter_1,batter_1_runs,batter_1_balls,batter_2,batter_2_runs,batter_2_balls,total_runs,total_balls
1,Kochi Tuskers Kerala,1,BB McCullum,32,27,DPMD Jayawardene,42,25,93,52
1,Kochi Tuskers Kerala,2,RA Jadeja,17,18,DPMD Jayawardene,12,9,29,27
1,Kochi Tuskers Kerala,3,BJ Hodge,4,6,DPMD Jayawardene,3,4,7,10
1,Kochi Tuskers Kerala,4,DPMD Jayawardene,9,8,OA Shah,23,12,36,20
1,Kochi Tuskers Kerala,5,PA Patel,0,1,DPMD Jayawardene,0,0,0,1
1,Kochi Tuskers Kerala,6,DPMD Jayawardene,10,6,RV Gomez,2,3,12,9
1,Kochi Tuskers Kerala,7,R Vinay Kumar,1,1,DPMD Jayawardene,0,0,1,1
1,Kochi Tuskers Kerala,8,R Vinay Kumar,1,1,DPMD Jayawardene,0,0,1,1
2,Kings XI Punjab,1,AC Gilchrist,6,7,PC Valthaty,17,10,25,17
2,Kings XI Punjab,2,SE Marsh,1,3,AC Gilchrist,3,8,6,11
2,Kings XI Punjab,3,KD Karthik,69,33,SE Marsh,41,24,111,57
2,Kings XI Punjab,4,DJ Hussey,2,2,SE Marsh,0,3,3,5
2,Kings XI Punjab,5,DJ Hussey,19,13,Mandeep Singh,15,10,36,23
