match_number,date,opponent,catches,stumpings,run_outs
1,2020-09-19,Mumbai Indians,3,0,0
4,2020-09-22,Rajasthan Royals,1,0,0
14,2020-10-02,Sunrisers Hyderabad,1,0,0
21,2020-10-07,Kolkata Knight Riders,2,0,0
25,2020-10-10,Royal Challengers Bangalore,1,0,0
34,2020-10-17,Delhi Capitals,2,0,0
44,2020-10-25,Royal Challengers Bangalore,2,0,0
