match_number,date,opponent,venue,runs,balls,fours,sixes,strike_rate,dismissal,batting_position
1,2024-03-22,Royal Challengers Bengaluru,"MA Chidambaram Stadium, Chepauk, Chennai",37,15,3,3,246.67,c RM Patidar b KV Sharma,2
7,2024-03-26,Gujarat Titans,"MA Chidambaram Stadium, Chepauk, Chennai",46,20,6,3,230.0,st WP Saha b Rashid Khan,2
13,2024-03-31,Delhi Capitals,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2,12,0,0,16.67,c T Stubbs b KK Ahmed,2
18,2024-04-05,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",12,9,2,0,133.33,c AK Markram b B Kumar,1
22,2024-04-08,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk, Chennai",15,8,3,0,187.5,c CV Varun b VG Arora,1
29,2024-04-14,Mumbai Indians,"Wankhede Stadium, Mumbai",21,16,2,1,131.25,c Ishan Kishan b S Gopal,2
34,2024-04-19,Lucknow Super Giants,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",0,1,0,0,0.0,b Mohsin Khan,2
59,2024-05-10,Gujarat Titans,"Narendra Modi Stadium, Ahmedabad",1,2,0,0,50.0,run out (DA Miller),2
61,2024-05-12,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk, Chennai",27,18,1,2,150.0,c & b R Ashwin,1
68,2024-05-18,Royal Challengers Bengaluru,"M Chinnaswamy Stadium, Bengaluru",61,37,5,3,164.86,"run out (Swapnil Singh, KD Karthik)",2
