match_number,date,opponent,catches,stumpings,run_outs
1,2024-03-22,Royal Challengers Bengaluru,2,0,0
7,2024-03-26,Gujarat Titans,3,0,0
18,2024-04-05,Sunrisers Hyderabad,1,0,0
22,2024-04-08,Kolkata Knight Riders,1,0,0
29,2024-04-14,Mumbai Indians,1,0,0
59,2024-05-10,Gujarat Titans,0,0,1
