innings,team,wicket_number,player_out,score,over
1,Kolkata Knight Riders,1,PD Salt,61,5.2
1,Kolkata Knight Riders,2,SP Narine,140,12.6
1,Kolkata Knight Riders,3,AD Russell,167,15.2
1,Kolkata Knight Riders,4,A Raghuvanshi,171,16.1
1,Kolkata Knight Riders,5,RK Singh,200,18.6
1,Kolkata Knight Riders,6,SS Iyer,224,20.3
2,Lucknow Super Giants,1,AA Kulkarni,20,2.6
2,Lucknow Super Giants,2,KL Rahul,70,8.3
2,Lucknow Super Giants,3,DJ Hooda,77,9.2
2,Lucknow Super Giants,4,MP Stoinis,85,10.1
2,Lucknow Super Giants,5,N Pooran,101,12.2
2,Lucknow Super Giants,6,A Badoni,109,13.3
2,Lucknow Super Giants,7,AJ Turner,125,14.6
2,Lucknow Super Giants,8,KH Pandya,129,15.4
2,Lucknow Super Giants,9,Yudhvir Singh,137,16.6
2,Lucknow Super Giants,10,Ravi Bishnoi,137,17.1
