innings,over,ball,team,batter,bowler,umpire,type,decision,umpires_call
2,3,1,Lucknow Super Giants,KL Rahul,VG Arora,MV Saidharshan Kumar,wicket,upheld,False
2,9,2,Lucknow Super Giants,DJ Hooda,CV Varun,MV Saidharshan Kumar,wicket,struck down,True
2,17,1,Lucknow Super Giants,Ravi Bishnoi,Harshit Rana,MV Saidharshan Kumar,wicket,struck down,True
