innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Gujarat Lions,DJ Bravo,4.0,0,22,2,5.5,8,2,0
1,Gujarat Lions,DR Smith,4.0,0,37,2,9.25,9,2,1
1,Gujarat Lions,DS Kulkarni,4.0,0,41,2,10.25,10,0,0
1,Gujarat Lions,P Kumar,4.0,0,24,2,6.0,15,0,0
1,Gujarat Lions,RA Jadeja,1.0,0,15,0,15.0,0,0,0
1,Gujarat Lions,SB Jakati,3.0,0,30,0,10.0,3,0,0
2,Mumbai Indians,HH Pandya,1.0,0,10,0,10.0,3,1,0
2,Mumbai Indians,Harbhajan Singh,4.0,0,36,1,9.0,7,0,0
2,Mumbai Indians,JJ Bumrah,4.0,0,42,1,10.5,9,3,0
2,Mumbai Indians,KH Pandya,2.0,0,28,0,14.0,2,0,0
2,Mumbai Indians,MJ McClenaghan,3.5,0,38,0,9.91,7,0,0
2,Mumbai Indians,R Vinay Kumar,3.0,1,17,2,5.67,9,0,0
