innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Kolkata Knight Riders,AD Russell,2.0,0,11,1,5.5,6,0,0
1,Kolkata Knight Riders,AS Rajpoot,2.0,0,14,1,7.0,2,1,0
1,Kolkata Knight Riders,M Morkel,3.0,0,22,0,7.33,9,0,1
1,Kolkata Knight Riders,PP Chawla,4.0,0,21,2,5.25,13,0,0
1,Kolkata Knight Riders,SP Narine,3.4,0,10,0,2.73,13,0,0
1,Kolkata Knight Riders,Shakib Al Hasan,3.0,0,21,1,7.0,5,0,0
2,Rising Pune Supergiants,A Zampa,1.0,0,8,0,8.0,2,1,0
2,Rising Pune Supergiants,AB Dinda,1.0,0,13,0,13.0,1,0,0
2,Rising Pune Supergiants,M Ashwin,1.0,0,13,0,13.0,3,2,0
2,Rising Pune Supergiants,R Ashwin,2.0,0,30,2,15.0,3,1,0
