innings,team,bowler,overs,maidens,runs,wickets,economy,dots,wides,noballs
1,Royal Challengers Bengaluru,B Kumar,4.0,0,34,1,8.5,9,0,0
1,Royal Challengers Bengaluru,JA Duffy,4.0,0,48,0,12.0,9,0,0
1,Royal Challengers Bengaluru,JR Hazlewood,4.0,0,35,1,8.75,7,0,0
1,Royal Challengers Bengaluru,KH Pandya,4.0,0,39,0,9.75,5,1,0
1,Royal Challengers Bengaluru,Rasikh Salam,4.0,0,35,1,8.75,6,1,0
2,Kolkata Knight Riders,AS Roy,3.0,0,36,0,12.0,3,5,0
2,Kolkata Knight Riders,C Green,2.0,0,22,0,11.0,0,1,0
2,Kolkata Knight Riders,Kartik Tyagi,4.0,0,32,3,8.0,11,1,0
2,Kolkata Knight Riders,SP Narine,4.0,0,31,1,7.75,7,0,0
2,Kolkata Knight Riders,SR Dubey,2.1,0,21,0,9.69,5,0,0
2,Kolkata Knight Riders,VG Arora,4.0,0,48,0,12.0,2,2,0
